date,daily_revenue,asin_id,title,price,average_rating,num_reviews
2014-01-30,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-02-05,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-02-09,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-02-14,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-02-17,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-03-09,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-03-14,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-03-21,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-03-22,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-03-25,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-03-27,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-03-28,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-04-02,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-04-04,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-04-08,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-04-23,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-04-29,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-05-30,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-07-21,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-08-04,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-08-13,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-08-18,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-05,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-08,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-10,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-15,359.98,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-16,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-17,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-19,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-20,539.97,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-23,539.97,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-24,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-25,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-26,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-28,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-09-29,359.98,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-01,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-02,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-05,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-06,359.98,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-07,359.98,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-09,359.98,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-10,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-12,359.98,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-13,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-14,899.95,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-15,359.98,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-17,719.96,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-18,179.99,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-19,539.97,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
2014-10-20,359.98,B0BHTPQ72V,Orolay Women's Thickened Down Jacket,179.99,4.5,25528
