date,daily_revenue,asin_id,title,price,average_rating,num_reviews
2018-08-21,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-08-22,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-08-26,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-08-31,59.94,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-01,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-05,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-10,59.94,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-13,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-23,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-25,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-26,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-27,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-09-29,89.91,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-01,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-02,89.91,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-06,59.94,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-07,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-09,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-10,89.91,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-11,119.88,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-12,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-13,59.94,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-16,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-17,29.97,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-18,89.91,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-19,59.94,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-20,89.91,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-21,119.88,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-22,59.94,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-24,119.88,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-25,179.82,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-26,149.85,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-27,59.94,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-28,89.91,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-30,119.88,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-10-31,209.79,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-11-01,59.94,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-11-02,179.82,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-11-03,89.91,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-11-04,119.88,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-11-05,149.85,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
2018-11-06,149.85,B07XFXXZMV,"Hail Satan Unicorn Cat Rainbow, Funny Death Metal Meme Pullover Hoodie",29.97,4.2,2
